chunk_id,source_id,source_type,relpath,chunk_start_line,chunk_end_line,entity_ids,canonicals,entity_count,matched_vocabs,match_kinds
168717,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,434,438,pers_henry,Henry Sleepsong,1,Henry,alias
168719,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,444,448,org_ravencrest|factn_tolanites|pers_shworn|pers_kavar,Ravencrest Merchant Family|Tolanites|Shworn Sleepsong|Kavar Protis,4,Ravencrest|Tolanites|Tolanite|Shworn|Kavar,alias|canonical
168720,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,449,457,pers_victor|pers_henry|pers_terry,Victor D Evernight|Henry Sleepsong|Terry,3,Victor|Henry|Terry,alias|canonical
168723,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,468,472,pers_henry,Henry Sleepsong,1,Henry,alias
168724,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,473,477,pers_faeryne,Faeryne,1,Faeryne,canonical
168725,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,478,482,pers_faeryne|pers_luminia|pers_victor,Faeryne|Luminia|Victor D Evernight,3,Faeryne|Luminia|Victor,canonical|alias
168726,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,483,487,pers_terry,Terry,1,Terry,canonical
168727,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,488,492,pers_luminia|pers_terry,Luminia|Terry,2,Luminia|Terry,canonical
168728,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,493,504,loc_crafthold|pers_alivyre|pers_faeryne|pers_luminia|pers_ricardo|loc_elysia|pers_victor|org_hands|pers_joram|pers_terry|pers_rhys,Crafthold|Alivyre Dawntracker|Faeryne|Luminia|Ricardo Alcocer|Elysia|Victor D Evernight|Hands of Liamassa|Joram MacRorie|Terry|Rhys Thuryn,11,Crafthold|Alivyre|Faeryne|Luminia|Ricardo|Elysia|Victor|Hands|Joram|Terry|Rhys,canonical|alias
168729,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,505,510,play_crowe|play_kalina|play_bysickle|pers_alivyre|pers_faeryne|pers_urgulk|pers_victor|pers_henry,Crowe|Kalina|Bysickle|Alivyre Dawntracker|Faeryne|Urgulk|Victor D Evernight|Henry Sleepsong,8,CroweTheDualityKing|Kalina Hitana|Bysickle|Alivyre|Faeryne|Urgulk|Victor|Henry,alias|canonical
168730,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,511,515,play_kalina,Kalina,1,Kalina,canonical
168731,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,516,520,pers_alivyre|pers_victor|pers_henry,Alivyre Dawntracker|Victor D Evernight|Henry Sleepsong,3,Alivyre|Victor|Henry,alias
168732,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,521,525,pers_victor,Victor D Evernight,1,Victor,alias
168733,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,526,534,pers_aren,Aren,1,Aren,canonical
168734,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,535,540,pers_alivyre|pers_urgulk|pers_victor|pers_henry,Alivyre Dawntracker|Urgulk|Victor D Evernight|Henry Sleepsong,4,Alivyre|Urgulk|Victor|Henry,alias|canonical
168735,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,541,545,pers_alivyre|pers_faeryne|pers_henry,Alivyre Dawntracker|Faeryne|Henry Sleepsong,3,Alivyre|Faeryne|Henry,alias|canonical
168736,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,546,551,pers_alivyre,Alivyre Dawntracker,1,Alivyre,alias
168737,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,552,556,pers_faeryne|pers_luminia|pers_terry,Faeryne|Luminia|Terry,3,Faeryne|Luminia|Terry,canonical
168738,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,557,561,play_kalina|loc_crafthold|factn_tolanites|pers_faeryne|pers_luminia|org_remedy|pers_terry,Kalina|Crafthold|Tolanites|Faeryne|Luminia|Airmid's Remedy|Terry,7,Kalina Hitana|Crafthold|Tolanite|Faeryne|Luminia|Remedy|Terry,alias|canonical
168739,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,562,566,pers_alivyre|pers_luminia|pers_terry,Alivyre Dawntracker|Luminia|Terry,3,Alivyre|Luminia|Terry,alias|canonical
168740,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,567,572,factn_tolanites|pers_faeryne|pers_henry,Tolanites|Faeryne|Henry Sleepsong,3,Tolanite|Faeryne|Henry,alias|canonical
168741,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,573,579,pers_terry,Terry,1,Terry,canonical
168742,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,580,584,play_bysickle|pers_alivyre|loc_dhassa|pers_urgulk|pers_victor|pers_henry,Bysickle|Alivyre Dawntracker|Dhassa|Urgulk|Victor D Evernight|Henry Sleepsong,6,Bysickle|Alivyre|Dhassa|Urgulk|Victor|Henry,canonical|alias
168743,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,585,590,pers_alivyre|pers_victor|pers_henry|org_hands,Alivyre Dawntracker|Victor D Evernight|Henry Sleepsong|Hands of Liamassa,4,Alivyre|Victor|Henry|Hand,alias
168744,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,591,595,pers_alivyre|pers_faeryne|loc_dhassa|pers_henry|org_hands,Alivyre Dawntracker|Faeryne|Dhassa|Henry Sleepsong|Hands of Liamassa,5,Alivyre|Faeryne|Dhassa|Henry|Hand,alias|canonical
168745,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,596,600,pers_henry|pers_faeryne|pers_luminia|pers_victor|pers_terry,Henry Sleepsong|Faeryne|Luminia|Victor D Evernight|Terry,5,Shadowboy|Faeryne|Luminia|Victor|Terry,alias|canonical
168746,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,601,606,pers_luminia|pers_terry,Luminia|Terry,2,Luminia|Terry,canonical
168747,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,607,611,pers_faeryne|pers_victor,Faeryne|Victor D Evernight,2,Faeryne|Victor,canonical|alias
168748,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,612,616,pers_henry,Henry Sleepsong,1,Henry,alias
168749,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,617,621,pers_victor,Victor D Evernight,1,Victor,alias
168750,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,622,630,pers_alivyre|pers_jane,Alivyre Dawntracker|Jane,2,Alivyre|Jane,alias|canonical
168751,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,631,637,play_crowe|pers_victor|pers_terry,Crowe|Victor D Evernight|Terry,3,CroweTheDualityKing|Victor|Terry,alias|canonical
168752,_local/pbp_transcripts/PbP14 - Recon.md,pbp_transcripts,_local/pbp_transcripts/PbP14 - Recon.md,638,645,pers_victor|pers_henry|org_hands,Victor D Evernight|Henry Sleepsong|Hands of Liamassa,3,Victor|Henry|Hand,alias
168754,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,3,7,pers_alivyre|pers_ronric,Alivyre Dawntracker|Ronric,2,Alivyre|Ronric,alias|canonical
168755,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,8,16,pers_alivyre|pers_luminia|pers_victor,Alivyre Dawntracker|Luminia|Victor D Evernight,3,Alivyre|Luminia|Victor,alias|canonical
168756,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,17,21,pers_alivyre|pers_luminia|pers_victor|pers_aren|creat_mine,Alivyre Dawntracker|Luminia|Victor D Evernight|Aren|Mine,5,Alivyre|Luminia|Victor|Aren|Mine,alias|canonical
168757,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,22,26,pers_victor,Victor D Evernight,1,Victor,alias
168758,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,27,35,pers_faeryne|pers_victor|play_crowe|pers_terry,Faeryne|Victor D Evernight|Crowe|Terry,4,Faeryne|Victor|Crowe|Terry,canonical|alias
168759,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,36,44,play_charis,Charis,1,Charis,canonical
168761,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,50,54,play_crowe|play_kalina|play_bysickle,Crowe|Kalina|Bysickle,3,CroweTheDualityKing|Kalina Hitana|Bysickle,alias|canonical
168764,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,65,73,pers_luminia|loc_elysia|pers_victor,Luminia|Elysia|Victor D Evernight,3,Luminia|Elysia|Victor,canonical|alias
168766,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,79,83,pers_alivyre,Alivyre Dawntracker,1,Alivyre,alias
168767,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,84,88,org_halverin|org_remedy|org_hands|pers_gina,Halverin's Guard|Airmid's Remedy|Hands of Liamassa|Gina,4,Halverin|Remedy|Hands|Gina,alias|canonical
168768,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,89,93,pers_faeryne,Faeryne,1,Faeryne,canonical
168771,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,104,110,play_charis,Charis,1,Charis,canonical
168772,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,111,119,play_bysickle|play_crowe,Bysickle|Crowe,2,Bysickle|Crowe,canonical
168773,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,120,126,play_kalina|pers_faeryne|pers_henry,Kalina|Faeryne|Henry Sleepsong,3,Kalina Hitana|Faeryne|Henry,alias|canonical
168775,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,136,140,pers_victor,Victor D Evernight,1,Victor,alias
168776,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,141,145,pers_faeryne|pers_victor|pers_terry,Faeryne|Victor D Evernight|Terry,3,Faeryne|Victor|Terry,canonical|alias
168777,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,146,150,pers_victor,Victor D Evernight,1,Victor,alias
168778,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,151,155,pers_faeryne|pers_luminia,Faeryne|Luminia,2,Faeryne|Luminia,canonical
168779,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,156,176,pers_luminia,Luminia,1,Luminia,canonical
168781,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,182,186,play_kalina|pers_luminia,Kalina|Luminia,2,Kalina Hitana|Luminia,alias|canonical
168782,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,187,191,pers_luminia,Luminia,1,Luminia,canonical
168783,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,192,200,pers_luminia|pers_victor,Luminia|Victor D Evernight,2,Luminia|Victor,canonical|alias
168784,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,201,205,pers_faeryne|pers_victor|pers_terry,Faeryne|Victor D Evernight|Terry,3,Faeryne|Victor|Terry,canonical|alias
168785,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,206,210,pers_victor,Victor D Evernight,1,Victor,alias
168787,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,218,224,pers_alivyre,Alivyre Dawntracker,1,Alivyre,alias
168789,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,231,235,org_hands|pers_mercy|pers_gina,Hands of Liamassa|Mercy Windriver|Gina,3,Hands|Mercy|Gina,alias|canonical
168790,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,236,241,pers_alivyre|pers_faeryne|pers_victor|org_hands|pers_henry,Alivyre Dawntracker|Faeryne|Victor D Evernight|Hands of Liamassa|Henry Sleepsong,5,Alivyre|Faeryne|Victor|Hands|Henry,alias|canonical
168791,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,242,246,pers_victor,Victor D Evernight,1,Victor,alias
168792,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,247,255,org_hands|pers_luminia|pers_victor|pers_terry,Hands of Liamassa|Luminia|Victor D Evernight|Terry,4,Hands of Liamassa|Luminia|Victor|Hands|Terry|Hand,canonical|alias
168797,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,276,284,pers_faeryne|pers_ronric|pers_victor|pers_henry|pers_gina,Faeryne|Ronric|Victor D Evernight|Henry Sleepsong|Gina,5,Faeryne|Ronric|Victor|Henry|Gina,canonical|alias
168798,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,285,289,pers_victor|pers_henry,Victor D Evernight|Henry Sleepsong,2,Victor|Henry,alias
168800,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,295,303,pers_victor|pers_henry,Victor D Evernight|Henry Sleepsong,2,Victor|Henry,alias
168801,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,304,313,pers_victor,Victor D Evernight,1,Victor,alias
168803,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,319,323,play_crowe|play_kalina|play_bysickle|pers_faeryne|pers_victor|pers_henry,Crowe|Kalina|Bysickle|Faeryne|Victor D Evernight|Henry Sleepsong,6,CroweTheDualityKing|Kalina Hitana|Bysickle|Faeryne|Victor|Henry,alias|canonical
168808,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,344,349,pers_alivyre|pers_ronric|pers_victor|org_hands|pers_henry|pers_gina,Alivyre Dawntracker|Ronric|Victor D Evernight|Hands of Liamassa|Henry Sleepsong|Gina,6,Alivyre|Ronric|Victor|Hands|Henry|Gina,alias|canonical
168809,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,350,358,org_thieves|play_bysickle|factn_tolanites|pers_alivyre|pers_ronric|pers_victor|org_hands|pers_henry|pers_gina,Thieves Guild|Bysickle|Tolanites|Alivyre Dawntracker|Ronric|Victor D Evernight|Hands of Liamassa|Henry Sleepsong|Gina,9,Thieves Guild|Bysickle|Tolanite|Alivyre|Ronric|Victor|Hands|Henry|Gina,canonical|alias
168810,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,359,363,pers_henry|factn_tolanites|pers_ronric|pers_todd,Henry Sleepsong|Tolanites|Ronric|Todd,4,Shadowboy|Tolanites|Ronric|Todd,alias|canonical
168811,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,364,368,factn_tolanites|pers_alivyre,Tolanites|Alivyre Dawntracker,2,Tolanites|Alivyre,canonical|alias
168812,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,369,374,pers_alivyre|pers_faeryne|pers_luminia|pers_urgulk|pers_victor|pers_henry|pers_terry,Alivyre Dawntracker|Faeryne|Luminia|Urgulk|Victor D Evernight|Henry Sleepsong|Terry,7,Alivyre|Faeryne|Luminia|Urgulk|Victor|Henry|Terry,alias|canonical
168813,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,375,379,factn_tolanites|loc_thurway|pers_aren,Tolanites|Thurway|Aren,3,Tolanites|Tolanite|Thurway|Aren,canonical|alias
168814,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,380,384,pers_alivyre,Alivyre Dawntracker,1,Alivyre,alias
168815,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,385,389,pers_henry,Henry Sleepsong,1,Henry,alias
168816,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,390,397,play_crowe|play_kalina|org_thieves|play_bysickle|pers_faeryne|pers_victor|pers_henry,Crowe|Kalina|Thieves Guild|Bysickle|Faeryne|Victor D Evernight|Henry Sleepsong,7,CroweTheDualityKing|Kalina Hitana|Thieves Guild|Bysickle|Faeryne|Victor|Henry,alias|canonical
168817,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,398,406,pers_todd,Todd,1,Todd,canonical
168818,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,407,418,org_hands|org_sleepsong|loc_elysia|pers_victor|pers_henry,Hands of Liamassa|Sleepsong Clan|Elysia|Victor D Evernight|Henry Sleepsong,5,Hands of Liamassa|Sleepsong|Elysia|Victor|Hands|Henry,canonical|alias
168819,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,419,423,loc_crafthold|pers_alivyre|pers_faeryne|pers_luminia|pers_victor|org_hands|pers_terry,Crafthold|Alivyre Dawntracker|Faeryne|Luminia|Victor D Evernight|Hands of Liamassa|Terry,7,Crafthold|Alivyre|Faeryne|Luminia|Victor|Hands|Terry,canonical|alias
168821,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,429,433,org_remedy|pers_terry,Airmid's Remedy|Terry,2,Remedy|Terry,alias|canonical
168822,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,434,438,play_crowe|play_kalina|play_bysickle|pers_alivyre|pers_luminia,Crowe|Kalina|Bysickle|Alivyre Dawntracker|Luminia,5,CroweTheDualityKing|Kalina Hitana|Bysickle|Alivyre|Luminia,alias|canonical
168823,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,439,447,pers_victor,Victor D Evernight,1,Victor,alias
168824,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,448,456,loc_crafthold|pers_faeryne|pers_luminia|pers_victor|pers_terry,Crafthold|Faeryne|Luminia|Victor D Evernight|Terry,5,Crafthold|Faeryne|Luminia|Victor|Terry,canonical|alias
168825,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,457,461,pers_faeryne,Faeryne,1,Faeryne,canonical
168826,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,462,466,pers_faeryne|pers_terry,Faeryne|Terry,2,Faeryne|Terry,canonical
168827,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,467,471,pers_alivyre|pers_victor|org_hands,Alivyre Dawntracker|Victor D Evernight|Hands of Liamassa,3,Alivyre|Victor|Hands,alias
168828,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,472,481,pers_victor|pers_light,Victor D Evernight|Light of Ironfang,2,Victor|Light,alias
168829,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,482,486,pers_alivyre,Alivyre Dawntracker,1,Alivyre,alias
168830,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,487,491,pers_alivyre|pers_makhala|org_remedy|pers_victor,Alivyre Dawntracker|Makhala|Airmid's Remedy|Victor D Evernight,4,Alivyre|Makhala|Remedy|Victor,alias|canonical
168831,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,492,498,pers_alivyre|pers_victor,Alivyre Dawntracker|Victor D Evernight,2,Alivyre|Victor,alias
168832,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,499,503,pers_victor,Victor D Evernight,1,Victor,alias
168833,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,504,508,pers_alivyre,Alivyre Dawntracker,1,Alivyre,alias
168834,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,509,515,pers_victor|pers_henry,Victor D Evernight|Henry Sleepsong,2,Victor|Henry,alias
168835,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,516,526,play_bysickle|pers_alivyre|pers_faeryne|pers_victor|play_crowe|org_hands,Bysickle|Alivyre Dawntracker|Faeryne|Victor D Evernight|Crowe|Hands of Liamassa,6,Bysickle|Alivyre|Faeryne|Victor|Crowe|Hand,canonical|alias
168836,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,527,531,pers_alivyre|pers_victor|pers_henry,Alivyre Dawntracker|Victor D Evernight|Henry Sleepsong,3,Alivyre|Victor|Henry,alias
168837,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,532,536,creat_little_bear|pers_alivyre|pers_luminia,Little Bear|Alivyre Dawntracker|Luminia,3,Little Bear|Alivyre|Luminia,canonical|alias
168838,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,537,541,pers_henry|pers_ronric|pers_victor|pers_vyssa,Henry Sleepsong|Ronric|Victor D Evernight|Vyssa,4,Shadowboy|Ronric|Victor|Vyssa,alias|canonical
168839,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,542,548,play_bysickle|play_kalina|pers_victor,Bysickle|Kalina|Victor D Evernight,3,Bysickle|Kalina|Victor,canonical|alias
168840,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,549,554,loc_crafthold|pers_faeryne|pers_victor|pers_aniya|pers_henry,Crafthold|Faeryne|Victor D Evernight|Aniya Laccion|Henry Sleepsong,5,Crafthold|Faeryne|Victor|Aniya|Henry,canonical|alias
168841,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,555,559,play_kalina|play_bysickle,Kalina|Bysickle,2,Kalina Hitana|Bysickle,alias|canonical
168842,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,560,564,pers_alivyre|pers_victor|pers_henry,Alivyre Dawntracker|Victor D Evernight|Henry Sleepsong,3,Alivyre|Victor|Henry,alias
168843,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,565,574,pers_luminia|pers_victor|pers_light|pers_moon,Luminia|Victor D Evernight|Light of Ironfang|Moon,4,Luminia|Victor|Light|Moon,canonical|alias
168844,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,pbp_transcripts,_local/pbp_transcripts/PbP15 - Debrief and Safety.md,575,580,pers_alivyre,Alivyre Dawntracker,1,Alivyre,alias
